,post_title_texts,post_prices,sqfts,post_links,bedroom_counts,post_hoods,post_timing,No_of_bathrooms,latitude,longitude,pet,laundry,parking,Apartment_type
0,AMENITY RICH TRUE 1BR: ROOF TOP - SCREENING RM - SAUNA - DRM - NO FEE,2842.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-amenity-rich-true-1br-roof-top/7279382848.html,1.0, (Financial District),2021-02-18 16:47,1.5,40.7056,-74.0083,both pets,on site,no,multi
1,"Studios for rent in Queens ""great locations and prices""",1400.0,497.9347826086956,https://newyork.craigslist.org/que/apa/d/jamaica-studios-for-rent-in-queens/7279382017.html,0.0, (Briarwood),2021-02-18 16:45,1.0,40.7029,-73.8111,no pet,on site,off-street,multi
2,Apartment Available March 1st,1100.0,717.6746411483253,https://newyork.craigslist.org/fct/apa/d/stratford-apartment-available-march-1st/7279381923.html,1.0, (Stratford),2021-02-18 16:45,1.0,41.216,-73.1304,no pet,no laundry,protected,multi
3,Best deal of the Morgan L for a 2 bed! Laundromat next door!,1850.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-best-deal-of-the-morgan-for-2/7279381197.html,2.0, (Bushwick),2021-02-18 16:44,1.5,40.701141,-73.930543,both pets,no laundry,no,multi
5,LUX LIVING: AMENITY RICH BLDG - ROOFTOP - SCREENING RM - SAUNA - DRM,2084.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-lux-living-amenity-rich-bldg/7279377640.html,2.0, (Financial District),2021-02-18 16:37,1.0,40.7056,-74.0083,no pet,on site,no,multi
6,2 Bedrooms,2100.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/astoria-bedrooms/7279377439.html,2.0, (Astoria),2021-02-18 16:37,1.0,40.7754,-73.909,both pets,on site,off-street,multi
8,1 br apt for rent brooklyn,1600.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-br-apt-for-rent-brooklyn/7279375468.html,1.0, (georgetown),2021-02-18 16:33,1.0,40.614035,-73.903457,no pet,no laundry,no,multi
9,True 2 bed + Office and balcony in Elevator Bldg!,2100.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-true-bed-office-and-balcony-in/7279375023.html,2.0, (☃ Bushwick ☃),2021-02-18 16:32,1.0,40.689275,-73.923979,both pets,on site,no,multi
10,Studio,950.0,280.0,https://newyork.craigslist.org/brx/apa/d/bronx-studio/7279374350.html,0.0, (Riverdale),2021-02-18 16:31,1.0,40.9011,-73.9053,no pet,no laundry,no,multi
11,"Cute, clean, charming 1-bedroom apartment  available",675.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-cute-clean-charming-bedroom/7279373830.html,1.0, (brooklyn),2021-02-18 16:30,1.0,40.6924,-73.9666,both pets,on site,off-street,multi
12,** NO FEE ** LUXURY 1 BED ** EAST RIVER VIEW ** MANHATTAN SKYLINE **,2725.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/long-island-city-no-fee-luxury-bed-east/7279373070.html,1.0, (Long Island City),2021-02-18 16:29,1.0,40.74616,-73.95664,both pets,on site,no,multi
13,2 bedroom 2 bath apt Available!,1035.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-bath-apt-available/7279372923.html,2.0, (Battery Park),2021-02-18 16:28,2.0,40.7166,-74.0146,both pets,on site,off-street,multi
14,1 bedroom new building,1800.0,600.0,https://newyork.craigslist.org/que/apa/d/elmhurst-bedroom-new-building/7279372563.html,1.0," (Elmhurst, Maspeth ,middle village)",2021-02-18 16:28,1.0,40.728982,-73.882373,both pets,on site,proctected,multi
15,Renovated  1 bedroom apartment for rent available now!,695.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-renovated-bedroom-apartment/7279371903.html,1.0, (Battery Park),2021-02-18 16:26,1.0,40.7105,-74.0163,both pets,on site,off-street,multi
16,best of all in 1Bed 1Bat downtown Lincoln Park,900.0,717.6746411483253,https://newyork.craigslist.org/jsy/apa/d/jersey-city-best-of-all-in-1bed-1bat/7279371804.html,1.0," (Jersey City, NJ)",2021-02-18 16:26,1.0,40.718,-74.0754,both pets,in unit,no,multi
17,Large 2 bedrooms apartment - Crown Heights - No Fee,2099.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-bedrooms-apartment-crown/7279371268.html,2.0, (crown Heights),2021-02-18 16:25,1.0,40.6794,-73.9496,both pets,no laundry,no,multi
18,No Fee Oversized and Renovated Studio Apartment,2224.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-oversized-and-renovated/7279371247.html,0.0, (Upper West Side),2021-02-18 16:25,1.0,40.7975,-73.9683,both pets,on site,no,multi
19,"If you ❤ a yard, MH park & Jeff L, check it out!",2599.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-if-you-yard-mh-park-jeff-check/7279370429.html,3.0, (Bushwick @ Jefferson St L Train),2021-02-18 16:24,1.0,40.70402,-73.920619,both pets,on site,no,multi
20,3Bdr Apt Available,2850.0,850.0,https://newyork.craigslist.org/que/apa/d/brooklyn-3bdr-apt-available/7279369651.html,3.0, (Ridgewood),2021-02-18 16:22,1.0,40.702371,-73.90695,both pets,on site,no,multi
21,Rent Stabilized Bargain LITI Studio Oasis__Awesome Location - A Steal!,1375.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-rent-stabilized-bargain-liti/7279369316.html,0.0, (Chinatown / Lit Italy),2021-02-18 16:22,1.0,40.718158,-73.997931,both pets,no laundry,no,multi
22,►Gorgeous and Unique Penthouse Duplex with Private Outdoor Space,4495.0,1222.0,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-and-unique-penthouse/7279367557.html,2.0, (Midtown West),2021-02-18 16:18,1.0,40.760293,-73.996933,both pets,on site,protected,multi
23,Bright 2 Bed 2 Bath with balcony Bridgport,1800.0,1128.0,https://newyork.craigslist.org/fct/apa/d/bridgeport-bright-bed-bath-with-balcony/7279366207.html,2.0, (Bridgeport),2021-02-18 16:16,2.0,41.193535,-73.215921,no pet,on site,off-street,multi
24,No fee ___ Spectacular 1BR for rent __ Laundry __ Roof-deck,1830.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spectacular-1br-for/7279363961.html,1.0, (Crown Heights / C line @ Kingston-Throop Av's),2021-02-18 16:11,1.0,40.679336,-73.944048,both pets,on site,no,multi
25,Sec 8 - 1 bedroom apartment Available!!,1900.0,717.6746411483253,https://newyork.craigslist.org/brx/apa/d/bronx-sec-bedroom-apartment-available/7279362345.html,1.0, (St. Lawrence),2021-02-18 16:08,1.0,40.8295,-73.8716,no pet,no laundry,no,multi
26,"NO FEE FIDI- Flex 2 Condo Finishes,POOL, 24H DOORMAN, Full Service",2500.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-fidi-flex-condo/7279362210.html,2.0, (Financial District),2021-02-18 16:08,1.0,40.708569,-74.008797,both pets,on site,no,multi
27,NO FEE - LARGE 1 BED FLEX 2 24H DOORMAN FIDI- NO FEE,2700.0,900.0,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-large-bed-flex-24h/7279361506.html,2.0, (Financial District),2021-02-18 16:06,1.0,40.707641,-74.009491,both pets,on site,no,multi
28,Beautiful Newly renovated Apartment in Ocean Parkway and Beverly,2000.0,950.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-newly-renovated/7279360567.html,2.0, (brooklyn),2021-02-18 16:05,1.0,40.643919,-73.974494,no pet,on site,no,multi
30,Fully Furnished 1 Bedroom in the Lower East Side,2300.0,650.0,https://newyork.craigslist.org/mnh/apa/d/new-york-fully-furnished-bedroom-in-the/7279357344.html,1.0, (Lower East Side),2021-02-18 16:00,1.0,40.720591,-73.984551,both pets,no laundry,no,multi
32,"SEAPORT LOFT 2-BED/2-BATH ~ TIMBER CEILINGS, EXPOSED BRICK, IRON COLUM",4760.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-seaport-loft-bed-bath-timber/7279355935.html,2.0, (Financial District),2021-02-18 15:57,2.0,40.70745,-74.00264,both pets,in unit,no,multi
33,"Gorgeous Large 1 Bed or Flex 2 Bedroom with Ample closet space, NO Fee",2690.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-gorgeous-large-bed-or-flex/7279355585.html,1.0, (TriBeCa),2021-02-18 15:56,1.0,40.718266,-74.014725,both pets,on site,no,multi
34,2 Beds 1 Bath Apartment Midtown East,2400.0,775.0,https://newyork.craigslist.org/mnh/apa/d/new-york-beds-bath-apartment-midtown/7279352690.html,2.0, (Midtown East),2021-02-18 15:51,1.0,40.755685,-73.968533,no pet,no laundry,no,multi
35,large two bedroom no fees,1995.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-two-bedroom-no-fees/7279351164.html,2.0, (midwood),2021-02-18 15:48,1.0,40.613058,-73.95815,no pet,on site,no,multi
36,"Great 2 Bed, 2 Bath floor plans at Apex Hudson Riverfront",2680.0,1067.0,https://newyork.craigslist.org/wch/apa/d/yonkers-great-bed-bath-floor-plans-at/7279350732.html,2.0, (Yonkers),2021-02-18 15:47,2.0,40.936044,-73.902845,both pets,in unit,proctected,multi
37,NO FEE! Spacious 3BR with Washer & Dryer in Prime Prospect Heights!,2850.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spacious-3br-with/7279348741.html,3.0, (Prospect Heights / Franklin Ave),2021-02-18 15:43,1.0,40.674187,-73.96481,both pets,in unit,no,multi
38,1ba - Great location/Sprawling Patio/Massive Bedrooms (FURNISHED),2400.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-1ba-great-location-sprawling/7279347649.html,2.0," (Williamsburg, Brooklyn)",2021-02-18 15:41,1.0,40.706653,-73.950406,no pet,on site,no,multi
39,Brand new spacious 1 bedroom 1st Fl apartment on the for rent! $1800,1800.0,700.0,https://newyork.craigslist.org/que/apa/d/rego-park-brand-new-spacious-bedroom/7279346706.html,1.0, (queens),2021-02-18 15:40,1.0,40.736577,-73.854048,no pet,on site,off-street,multi
40,"2 bedroom, 11ft Ceilings, Exposed brick, huge windows, storage galore",3300.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-11ft-ceilings-exposed/7279345088.html,2.0, (Upper West Side),2021-02-18 15:37,1.0,40.776914,-73.977615,both pets,no laundry,no,multi
41,Large two bedrooms apartment two entrances close to subway Q,2450.0,800.0,https://newyork.craigslist.org/mnh/apa/d/new-york-large-two-bedrooms-apartment/7279344930.html,2.0, (Upper East Side),2021-02-18 15:37,1.0,40.7816,-73.9511,no pet,on site,no,multi
42,NO FEE-Spacious Studio Near Queens Center Mall,1595.0,491.0,https://newyork.craigslist.org/que/apa/d/corona-no-fee-spacious-studio-near/7279344311.html,0.0, (Corona),2021-02-18 15:35,1.0,40.7453,-73.8611,no pet,on site,off-street,multi
43,1 Bedroom Apartment in Lower East Side,1750.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-bedroom-apartment-in-lower/7279343578.html,1.0, (Lower East Side),2021-02-18 15:34,1.0,40.7152,-73.9877,no pet,no laundry,no,multi
44,🟥BUSHWICK🟩SUNNY X LARGE 4BR/2BATH BACKYARD @J TRAIN NO FEE,2750.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-bushwicksunny-large-4br-2bath/7279343547.html,4.0, (Bushwick),2021-02-18 15:34,2.0,40.690254,-73.914149,no pet,no laundry,no,multi
45,Amazing No Fee Studio w/ 2 Months Free Beautiful Luxurious Building!,2195.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-amazing-no-fee-studio-2-months/7279342140.html,0.0, (Financial District),2021-02-18 15:32,1.0,40.706505,-74.007774,both pets,in unit,no,multi
46,Spacious and Bright 1 Bedroom Unit available near Metro North!!!,1650.0,717.6746411483253,https://newyork.craigslist.org/wch/apa/d/bronx-spacious-and-bright-bedroom-unit/7279341893.html,1.0, (Bronx),2021-02-18 15:31,1.0,40.9011,-73.9053,no pet,on site,off-street,multi
47,"MASSIVE TRUE 1-BED/1-BATH ~ ELEVATOR, LAUNDRY, NO FEE!!!",3144.0,790.0,https://newyork.craigslist.org/mnh/apa/d/new-york-massive-true-bed-bath-elevator/7279341451.html,1.0, (Gramercy),2021-02-18 15:30,1.0,40.732737,-73.975633,both pets,no laundry,no,multi
48,STUNNING 1BR/IBTH 1 MON.FREE NEW RENOVETED,1879.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-stunning-1br-ibth-monfree-new/7279341219.html,1.0, (Upper East Side),2021-02-18 15:30,1.0,40.7763,-73.9529,both pets,on site,no,multi
49,"3 Bed 2 Full Bath, Washer/Dryer and Backyard!",2195.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bed-full-bath-washer-dryer-and/7279341032.html,3.0, (★ Bedstuy ☆),2021-02-18 15:30,2.0,40.681101,-73.916831,both pets,on site,no,multi
50,Huuuuge 1-bedroom apartment in pre-war building,1780.0,738.0,https://newyork.craigslist.org/que/apa/d/astoria-huuuuge-bedroom-apartment-in/7279340929.html,1.0, (Astoria/LIC),2021-02-18 15:30,1.0,40.754652,-73.916978,cats,no laundry,no,multi
51,No Fee! Williamsburg 3.5 Bed w Dishwasher & Spacious Living Area!,2800.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-williamsburg-35-bed/7279340263.html,3.0, (Williamsburg - Grand L),2021-02-18 15:28,1.0,40.711305,-73.942065,both pets,no laundry,no,multi
52,2 Bedroom Near Van Cortlandt Park,2000.0,844.0,https://newyork.craigslist.org/brx/apa/d/bronx-bedroom-near-van-cortlandt-park/7279339910.html,2.0, (Riverdale),2021-02-18 15:28,1.0,40.9011,-73.9053,no pet,no laundry,no,multi
53,LAST CHANCE!!! 1 Bedroom Apartment NOW Call Us TODAY!!,1300.0,750.0,https://newyork.craigslist.org/fct/apa/d/norwalk-last-chance-bedroom-apartment/7279338051.html,1.0, (Norwalk),2021-02-18 15:25,1.0,41.0957,-73.4285,both pets,on site,off-street,multi
54,"BRAND NEW 1 Mon,FREE",2470.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-brand-new-monfree/7279334276.html,1.0, (Upper East Side),2021-02-18 15:18,1.0,40.7763,-73.9529,cats,on site,no,multi
55,Renovated spacious apt with den,2650.0,1103.2173913043478,https://newyork.craigslist.org/que/apa/d/corona-renovated-spacious-apt-with-den/7279333195.html,3.0," (Corona, NY)",2021-02-18 15:16,1.0,40.7453,-73.8611,no pet,no laundry,no,multi
56,"SEAPORT LOFT DUPLEX ~ TIMBER CEILINGS, EXPOSED BRICK, W/D ~ NO FEE!",3480.0,905.0,https://newyork.craigslist.org/mnh/apa/d/new-york-seaport-loft-duplex-timber/7279332261.html,1.0, (Financial District),2021-02-18 15:15,1.0,40.707542,-74.0017,both pets,in unit,no,multi
57,No Fee! Renovated Greenpoint 1.5 Bed Railroad!,2015.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/long-island-city-no-fee-renovated/7279331812.html,1.0," (Greenpoint - Greenpoint Av G, Vernon Blvd - Jackson Av 7)",2021-02-18 15:14,1.0,40.735381,-73.95317,both pets,no laundry,no,multi
58,Huge 2 Bedroom Near Fordham,1800.0,999.0,https://newyork.craigslist.org/brx/apa/d/bronx-huge-bedroom-near-fordham/7279331189.html,2.0, (Creston Avenue),2021-02-18 15:13,1.0,40.8633,-73.8895,no pet,no laundry,no,multi
59,2.5 MONTHS FREE~~~1200+ SQUARE FEET!!!~~~WASHER/DRYER IN UNIT~~HUGE CL,4680.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-25-months-free1200-square/7279329924.html,4.0, (Financial District),2021-02-18 15:11,2.0,40.7056,-74.0083,no pet,in unit,no,multi
60,"Two Bedroom Loft with Manhattan skyline view, Roof, Fiber Wifi",2975.0,825.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-two-bedroom-loft-with/7279326241.html,2.0, (East Williamsburg / Bushwick),2021-02-18 15:05,1.0,40.705205,-73.930371,no pet,no laundry,no,multi
61,No Fee. Large Renovated & Bright 2BR apartment,2035.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-large-renovated-bright/7279325996.html,2.0, (Midtown West),2021-02-18 15:05,1.0,40.761038,-73.987015,both pets,no laundry,no,multi
62,APARTMENT FOR RENT,2500.0,800.0,https://newyork.craigslist.org/que/apa/d/ozone-park-apartment-for-rent/7279323163.html,4.0, (QUEENS),2021-02-18 15:00,2.0,40.674588,-73.859299,no pet,on site,no,multi
63,No fee ___ Incredible 2BR /  2BA duplex__ Private ROOF ___ Must see,2799.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-incredible-2br-2ba/7279322495.html,2.0, (Bushwick / J-Z lines @ Gates Av),2021-02-18 14:59,2.0,40.689072,-73.921306,both pets,on site,no,multi
64,HUGE 1 BEDROOM HARDWOOD FLOORS UPDATED BATHROOM,1900.0,705.0,https://newyork.craigslist.org/brx/apa/d/bronx-huge-bedroom-hardwood-floors/7279322109.html,1.0, (Bronx),2021-02-18 14:58,1.0,40.8153,-73.9072,no pet,on site,off-street,multi
65,"Full Floor 4 BD, 2 BATH * Gut Reno'd, Washer/Dryer * Private Balcony!!",3162.0,1235.952380952381,https://newyork.craigslist.org/mnh/apa/d/new-york-full-floor-bd-bath-gut-renod/7279319339.html,4.0, (Midtown West),2021-02-18 14:54,2.0,40.7597,-73.9918,both pets,in unit,no,multi
66,"Beautiful, Newly Renovated, Large West Village Studio!",2400.0,497.9347826086956,https://newyork.craigslist.org/mnh/apa/d/new-york-beautiful-newly-renovated/7279318081.html,0.0, (West Village),2021-02-18 14:52,1.0,40.727737,-74.002882,both pets,in unit,no,multi
67,"_SUPERB 3brs/2bath PH Duplex W/Private Rooftop✨J,Z🚆W/D In Unit✨No Fee",2799.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-superb-3brs-2bath-ph-duplex/7279317813.html,3.0, (✨ Bushwick ✨  @ Palmetto & Broadway),2021-02-18 14:51,2.0,40.6907,-73.9274,both pets,in unit,no,multi
68,** New Listing ** Beautiful One bedroom in Midtown West **,2600.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-new-listing-beautiful-one/7279317790.html,1.0, (Midtown West),2021-02-18 14:51,1.0,40.760354,-73.99123,both pets,on site,no,multi
69,"NO BROKER FEE! High end 3 BR Apartment with Rooftop, Gym!",2500.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-high-end-br/7279314902.html,3.0, (Brooklyn),2021-02-18 14:47,1.5,40.696158,-73.932753,no pet,no laundry,no,multi
70,No fee ___ Spectacular 1BR for rent ___ Private TERRACE __ Brownstone,2299.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-spectacular-1br-for/7279311635.html,1.0, (Bedford-Stuyvesant / C line @ Kingston-Throop Av's),2021-02-18 14:41,1.0,40.683567,-73.941058,both pets,on site,no,multi
71,No fee ___ Awesome 1BR duplex for rent __ Backyard __ Laundry __,2299.0,717.6746411483253,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-fee-awesome-1br-duplex-for/7279311608.html,1.0, (Bed-Stuy / C line @ Kingston-Throop Av's),2021-02-18 14:41,1.0,40.680963,-73.937642,both pets,on site,no,multi
72,NO BROKER FEE - MUST SEE! High End 3BR Apt - Rooftop/Patio!,2200.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-no-broker-fee-must-see-high/7279309965.html,3.0, (Brooklyn),2021-02-18 14:39,1.0,40.696884,-73.931492,no pet,no laundry,no,multi
73,NO BROKER FEE! Gorgeous 4 BR Apartment is Available Now!,2650.0,1235.952380952381,https://newyork.craigslist.org/que/apa/d/brooklyn-no-broker-fee-gorgeous-br/7279307462.html,4.0, (Queens),2021-02-18 14:34,1.5,40.704575,-73.913116,no pet,no laundry,no,multi
74,++ NO FEE ++ RENOVATED ++ 1 BED ++ WASHER/DRYER IN UNIT ++ DISHWASHER,1850.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/astoria-no-fee-renovated-bed-washer/7279307482.html,1.0, (Astoria),2021-02-18 14:34,1.0,40.770683,-73.924965,both pets,in unit,no,multi
75,4 Bedrm 7 Rms 2 Full Baths with Washer Dryer $3200,3200.0,1200.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedrm-rms-full-baths-with/7279305469.html,4.0, (Gravesend/Bensonhurst),2021-02-18 14:31,2.0,40.5979,-73.9743,no pet,in unit,no,multi
76,大學點海景一房/兩房一廳出租Sea View College Point 1BR/2BR for rent,1761.1538461538462,837.5,https://newyork.craigslist.org/que/apa/d/college-point-sea-view-college-point/7279304862.html,2.0, (大學點 College Point),2021-02-18 14:30,1.0,40.793939,-73.841394,no pet,no laundry,no,single
77,Beautiful Duplex Penthouse apartment off the L train!,3450.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-beautiful-duplex-penthouse/7279302485.html,3.0," (Bushwick, Brooklyn)",2021-02-18 14:26,2.0,40.694987,-73.907296,both pets,in unit,no,multi
78,Large Semi-Furnished Room Available,800.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-large-semi-furnished-room/7279302055.html,4.0," (Bushwick, Brooklyn)",2021-02-18 14:26,1.0,40.688294,-73.913001,no pet,no laundry,no,multi
80,NO FEE - Amazingly Furnished in a 24-Hr Doorman Building,4600.0,922.3730569948186,https://newyork.craigslist.org/mnh/apa/d/new-york-no-fee-amazingly-furnished-in/7279299168.html,2.0, (Greenwich Village),2021-02-18 14:21,1.0,40.7313,-73.9892,both pets,on site,no,multi
81,"Sunny Flex 3 Bedroom - 1,000 sq ft -- Luxury Building -- No Fee",3163.0,980.0,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-flex-bedroom-sq-ft/7279298938.html,3.0, (Midtown West),2021-02-18 14:21,1.0,40.75641,-73.997345,both pets,no laundry,no,multi
82,No Broker Fee 2 Bed 2 Bath FLEX 3 Newly Renovated w/ Views of Freedom,3798.0,1100.0,https://newyork.craigslist.org/mnh/apa/d/new-york-no-broker-fee-bed-bath-flex/7279298624.html,3.0, (Financial District),2021-02-18 14:20,2.0,40.707336,-74.00456,both pets,on site,no,multi
83,----LUXURY 1 BED----ROOF TERRACE----GYM---PRIME ASTORIA,2375.0,750.0,https://newyork.craigslist.org/que/apa/d/astoria-luxury-bed-roof-terrace-gym/7279296768.html,1.0, (Astoria),2021-02-18 14:17,1.0,40.76509,-73.91549,no pet,on site,no,multi
84,"Finally a 3 bed with washer dryer, gym and outdoor space!",2300.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-finally-3-bed-with-washer/7279296661.html,3.0, (Bushwick),2021-02-18 14:17,1.0,40.695115,-73.91186,both pets,on site,no,multi
85,DOPE 5 BEDROOM APARTMENT IN GREENPOINT! 2 FULL BATHROOMS!!,3250.0,1712.75,https://newyork.craigslist.org/brk/apa/d/brooklyn-dope-bedroom-apartment-in/7279295644.html,5.0, (greenpoint),2021-02-18 14:15,2.0,40.7272,-73.9498,both pets,no laundry,no,multi
86,Sunny Ultra Modern!Ultra New renovated 1BR/Rent stabilized 1Mon.FREE,2550.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-sunny-ultra-modernultra-new/7279290522.html,1.0, (Upper East Side),2021-02-18 14:07,1.0,40.7685,-73.9588,both pets,on site,no,multi
87,LOW*Fee*Fully Renovated *HUGE*2 Bed/ 2Bath + Rent Stabilized,2342.0,1000.0,https://newyork.craigslist.org/brk/apa/d/brooklyn-lowfeefully-renovated-huge2/7279289398.html,2.0," (Bay ridge, Dyker Heights, Bensonhurst)",2021-02-18 14:05,2.0,40.6251,-74.0303,no pet,on site,no,multi
88,---NO FEE---TERRACE----TOP FLOOR---ROOF DECK--GYM---LAUNDRY----,2525.0,750.0,https://newyork.craigslist.org/que/apa/d/astoria-no-fee-terrace-top-floor-roof/7279288628.html,1.0, (Astoria),2021-02-18 14:04,1.0,40.771877,-73.92366,both pets,in unit,no,multi
89,3 MO FREE!!!!----NO-FEE---LUXURY 1 BEDROOM----FULL SERVICE BUILDING---,2725.0,850.0,https://newyork.craigslist.org/que/apa/d/long-island-city-mo-free-no-fee-luxury/7279286709.html,1.0, (Long Island City),2021-02-18 14:01,1.0,40.744644,-73.95768,both pets,in unit,no,multi
90,"2 bd, 1bath historic district, walk to all, dogs",2550.0,900.0,https://newyork.craigslist.org/wch/apa/d/tarrytown-bd-1bath-historic-district/7279282912.html,2.0, (Tarrytown),2021-02-18 13:55,1.0,41.0897,-73.844,both pets,on site,off-street,multi
93,CROWN HEIGHTS LUXURY UNIT! ZERO FEE! AVAILABLE ASAP!,2650.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-crown-heights-luxury-unit-zero/7279280393.html,3.0, (CROWN HEIGHTS),2021-02-18 13:51,1.0,40.6772,-73.941463,no pet,no laundry,no,multi
94,"Country life in THE CITY! Top flr, bright, big apt subway/parks no fee",1950.0,717.6746411483253,https://newyork.craigslist.org/mnh/apa/d/new-york-country-life-in-the-city-top/7279277411.html,1.0, (Inwood / Wash Hts),2021-02-18 13:47,1.0,40.8662,-73.9221,cats,on site,no,multi
95,✔ Need 2 beds & 2 offices? Then this is your space!!,2300.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-need-beds-offices-then-this-is/7279273953.html,3.0, (Bushwick @Morgan L),2021-02-18 13:41,1.5,40.701141,-73.930543,both pets,no laundry,no,multi
96,Stunning Spacious 2BR Apartment In Luxury Building!!,2299.0,922.3730569948186,https://newyork.craigslist.org/brk/apa/d/brooklyn-stunning-spacious-2br/7279273149.html,2.0, (Brooklyn),2021-02-18 13:40,1.0,40.68863,-73.923063,both pets,on site,proctected,multi
97,67TH STREET AND WOODSIDE AVE LARGE ONE BEDROOM NEAR #7 TRAIN,1600.0,700.0,https://newyork.craigslist.org/que/apa/d/woodside-67th-street-and-woodside-ave/7279270402.html,1.0, (WOODSIDE),2021-02-18 13:36,1.0,40.745,-73.9069,both pets,no laundry,no,multi
98,"2ND FL., RENOVATED 2 BDS. - $1,850",1850.0,922.3730569948186,https://newyork.craigslist.org/que/apa/d/whitestone-2nd-fl-renovated-bds/7279270385.html,2.0," (WHITESTONE, N.Y.)",2021-02-18 13:36,1.0,40.7851,-73.8096,no pet,no laundry,no,multi
99,HOLY MOLY! 4 BEDROOMS FOR THE PRICE OF 2!! RIGHT BY MARIA HERNANDEZ,2250.0,1235.952380952381,https://newyork.craigslist.org/brk/apa/d/brooklyn-holy-moly-bedrooms-for-the/7279269516.html,4.0, (BUSHWICK),2021-02-18 13:34,1.0,40.7006,-73.918,both pets,no laundry,no,multi
101,"Mint, sun-filled, large one bedroom apartment",1725.0,717.6746411483253,https://newyork.craigslist.org/que/apa/d/floral-park-mint-sun-filled-large-one/7279267133.html,1.0, (Bayside),2021-02-18 13:31,1.0,40.755553,-73.720922,no pet,no laundry,no,multi
102,"3 Bedroom apt on 1st floor, HUGE closet/ Storage Space 💯",2100.0,1103.2173913043478,https://newyork.craigslist.org/brk/apa/d/brooklyn-bedroom-apt-on-1st-floor-huge/7279267059.html,3.0, (Bushwick),2021-02-18 13:31,1.0,40.68789,-73.907238,both pets,on site,no,multi
